path,size_bytes,sha256
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.01.22.csv,176,3cfa5690395831213394145106883313689b4aa4434647439101471a68f5e156
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.01.23.csv,176,b29dfec0c5a7c53d1991c4c5cfa69e4e594318805b271743d0bac4f557128d0a
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.01.24.csv,176,12ca0ba9dd99113657ab0c4d2af6f7adb1ff993516125880dccff3fa622d6ec9
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.01.25.csv,177,4fc2316effdd54f8c97f5eb96a7ef4dbbb824b0bfa643e30888d1298cbf79645
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.01.26.csv,176,ccd382809ece51c19b312a5c1be8486d65e78a9c05315f04bf924c0852eaf260
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.01.27.csv,176,2018f856fa184de0788e7e14de3f1a29bdee88663360036b9e8126f63c4b39cc
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.01.28.csv,176,fa0afaad8ee6cd189133925ca37d9d2612a099944d6920b39a8ef6c058103676
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.01.29.csv,176,cc3e372ce111f1ab001ef54fa053681399da2a51a0c8dde78147545298f70764
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.01.30.csv,176,47a53e67e4bd7ea715cd625278f6bfbfc135146fe677225bdd6c38d57a18b00c
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.01.31.csv,177,e808310e04b4e7cfc3d2bfd54006e2ee7ae02d59b540c73f524ca0be24db4c3a
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.02.01.csv,177,dc6e6da37cbe39ef35f5e6822554231b23048bf1ef167c4c8e46d2fd79e35791
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.02.02.csv,176,5f2dd0c990bef91ff81f62eac84769ae62053256482916c9d7d40e44e3aa3b47
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.02.03.csv,176,16d6ecce1330aa32cc926b2263113334cc08fbf48bf12db080a3839eefadef19
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.02.04.csv,176,51bb0642e4af012f288c9141a0a75e93af63881355c6e6a06dcb0f882f9a55dc
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.02.05.csv,176,0df7ef2795a5beb5b1b198ac90f7e23276a8c3652a7e788a3ac8f840f9fc0319
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.02.06.csv,176,fc34445511c12827ddc9b87213a41937c0f3b9e2f1590b5925f136f1193e763f
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.02.07.csv,176,ef488b75adc63d25ea11ecad232aa947ba443ab1ba71e6c4954e55a508864fc7
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.02.08.csv,176,5e4c6e534301615cef812d6231f01f4f8521d198ab387dbe106612dbbfd6befd
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.02.09.csv,176,8c5e550b8583cbb16d69d5bd33a7e3a68a11c4738c7b2214c8d67c79d3f6bdf3
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.02.10.csv,176,4ca7baa37685f8b0754df91754bb7cb9e70c9cd9eb9c66ae99f13035872671ce
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.02.11.csv,176,b6cfeadda5e8c02cf7563353ef061a8e8a1bfc1ea1b4e96785144a46de5370a1
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.02.12.csv,176,2d30204eaa924d53d33899242b0154c23f54643f25e4cf83413b4e34153a4b6c
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.02.13.csv,176,beb0fa74403b35bdc724ef53195ccbb3439577125f3cdb2bdc83b64ad8abcb9b
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.02.14.csv,176,6fce94d424ffc36cb35c2c2b608bf4b73aae51ee8a0dc70b86f7529296e511f5
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.02.15.csv,177,fd8a65b0eafa50589eab69bd4c215722dda6d71b147bd66ff91c153b762ead79
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.02.16.csv,176,6214089bfd4aec53f32dbc66d01208ba7aa62a721c2f6169cc849f4019f7875b
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.02.17.csv,177,90dd41eedc913f71445ccb15cd4806378639f78fa5f76ab5e10d0f3e4fff28fe
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.02.18.csv,176,e4e0061c167e552cb27a04cc97011aa8b6592af26291f1be1056069244d3cbe7
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.02.19.csv,176,a2be74af91e3608c660f22a4e14b5aef4f720554849cdba61d420dce20840c93
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.02.20.csv,176,10b1b3f786cbf5c68a09596db80f19da0674aa0223d6fe639ee356f48b1faa8e
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.02.21.csv,176,76e3dca0373c1e5fcc4a40edd777e134050b43b52b22b2c638487f50035063b3
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.02.22.csv,176,f0ef4ad4190ee26d9921832cfad1672c78d5fb536429b3e0e52bf9dd727e074c
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.02.23.csv,176,efe550e5a22a32eb878330579172551f4813eff255f78a1637665f396321e112
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.02.24.csv,176,ffcadb50e132a8e8a1aeb450f37665b3c99864d1b7377b513d8f7744b01d1b26
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.02.25.csv,176,4c30df9b53d28b106c7bbd3d011208f1a34b60438df7080dd550623b638c004d
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.02.26.csv,177,b2d2a985f620d68d62080ed8ff3cf6073faef8b6e5e301eae5814da08595098e
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.02.27.csv,176,78abd93d9bfc3278b7fd3c78ba92c6074d18519083f005d6ea81a8ed0f91ba4c
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.02.28.csv,176,1616074b731d314484de6ee2ac90c50a9053f95d3114a075971fdf06362e6744
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.03.01.csv,177,06be4c128f3a15d44cd3881f8e7ea813328e54e603c802b1db3e470742200f95
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.03.02.csv,176,504bb1e9a69441014cae7849fb5cffd630bedb22bad0e019298331ebaba9ec09
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.03.03.csv,176,3ffacb3ddf8d2ec800397ec392f46e6dd5667946aad213d0404c54b48cc2673f
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.03.04.csv,176,8e07151c4a4397b9ae4c3c92e5ceb6157d0acd896d3067031b95517e4b04c3ce
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.03.05.csv,177,a6c58be5666dde9169f7d71cf148486458c374b5de3b8c9b9c169410032a163c
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.03.06.csv,176,ee0355a5466e434e0d5d06012b7e3adc06ebac8d8d7a11db9f58c1f846ef781c
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.03.07.csv,176,a04a11483530a3eeeb6c0680fd91100d1ac64f1de672b63d438370f9d78f94c8
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.03.08.csv,177,6ce0b18938ace117e088ffbf4d332ac879db228ed7ece124327aadc1dcc3c6a0
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.03.09.csv,176,929503f0f9cd2bf69d75f0f1c09f3d2283fbb9d91fe2cd80d587452878d17fd6
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.03.10.csv,176,80a7b2ac4479edd29964339a021b69c769f5c34d14de81f537eada590328430d
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.03.11.csv,176,8828901e08c68c8a65f824d873b51213c0d867e05057eb2f7f52bdfb3c89a54f
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.03.12.csv,176,77743d8141f97b4e51a807188591f22b15e3bc44facacd30b35bef782769b399
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.03.13.csv,176,00bf8d14c57a2422c0a55cbe95daecd1ef79cef5796ab689c9d648802b7efe83
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.03.14.csv,177,70c0fac64ea55d11a8755a9d54f07e3b5948db7b51077f69e9c4002f4f6057e7
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.03.15.csv,177,d2263663818b02f9f1ed91fda21d903e762d7d66b15db808e7684c415f4b4be2
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.03.16.csv,176,7ddf3a7d2fd354d4b66cc1cf2de0ec5019a65e788916595e42e6935b2f8fd5a1
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.03.17.csv,176,17a86274f118e42857d673fb042e62536eed8507cad242ed452e8dfec685eba3
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.03.18.csv,176,6dda1aa2db5e33ff1156025e28458d5c41e20e6127dca7448ef86e59734e8c3f
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.03.19.csv,176,8b58594910025453c6034862fa62cb776bc50923d650a7f55f847920c2b88798
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.03.20.csv,176,86fab53f87efc34926143d17b2cbe94bf36e89537d10113ccfeb188f76a6ec0a
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.03.21.csv,176,820526319b1c6f74deb534e623ccd9e7dddf31df56cbcc64a17f6179f6a3603e
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.03.22.csv,177,7eac1c5efcd2e29b8742b9c804aeebd18a7f03a9805889cc042a7d17aa5b5a9a
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.03.23.csv,176,fb58f1eab10c62df39806285f2f1013ecefbeac077497c3a02da1ea6797a9fba
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.03.24.csv,176,3ec4f210cdff1c17e5a62814dfe400d215619586a51f74dc483ff85ed6770083
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.03.25.csv,176,983b2c66c58e0f1aa8bb402f0e955c8f2619720b783779edf192cf6be087d6ef
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.03.26.csv,176,16f649f8d59de9d10ffbe67a14c73eb2095b98df25ee0ea26a6b5f859a0c6228
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.03.27.csv,176,0e357decd927fa547d16915908410c4045ab51da2cf44fd73e12ff8b86006d4c
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.03.28.csv,177,b40cddf07884a4fa5c1550b5d6a30358613251dbf71ff8f31cb2444cf1025a37
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.03.29.csv,176,f4785a8a024af64dd4490c05183322b399a1a55a07903dd2a4fc7dbcc81b1adc
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.03.30.csv,176,c3b15ae3f5a2c5c7c9f8ecbc8ff2075929400a6adf56d925dacfdbca9e3fb755
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.03.31.csv,176,4590609c011050b61a7649df77e5bfcd789c158ecdbd9b0f8bcaeec057923e31
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.04.01.csv,176,d279cc5d6cd8763e31898d0fc7158596b728804f614ff78952261862dd3a1465
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.04.02.csv,176,568ec6937503fc4a5de653e23dd492c533c0f2cf7ee2ab9f1600d7fb31028dea
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.04.03.csv,176,64e75bf138f94d1665eab2ef71e9663f156a4f58128581e6cb9b5d655308e23d
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.04.04.csv,177,9ce483bd65168bb7dc9e7005401c758285db841a03070f3dd2daaa1e45e908ea
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.04.05.csv,177,b2be7fa767e5391655a45994fec736c1343592e0858e9b47456e81a399459dbf
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.04.06.csv,176,b81cc2f8f10405c23648c679813f8b7f6d4f36a18b2ddb655b85d9ed03e88675
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.04.07.csv,176,29f4854ba52b913a91c60a0ca58ea938197676ce026239c9e8421beded763373
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.04.08.csv,176,5cc7a2d37762c647d34f6b431eb9d9ff24cc27559a2c6e724e9edbf94c13e214
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.04.09.csv,176,ad1598a0d6ad4f9a7421bb91c3481e5d91cbc570e1e6d369cdaa8d518e071ec8
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.04.10.csv,176,32dd01704f41f945ea99df8e3cdad151a7ff77fb133d49f24ed5ebaf4a532011
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.04.11.csv,176,41125b84e2c12c6b9960d49fb21f9609f00e9e23c09ef8ca9edd14db0279d6b1
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.04.12.csv,177,461ea072cfa86a96497c066bb5be98edf0bd52463b285549e53a0652cabd3ad1
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.04.13.csv,176,565290a84cb7fc17bf27dab91452be72d11fcec4d08116c23f83cc9f8160ecd0
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.04.14.csv,176,c8fc7f824f518da2b03abb70d19a95028d1f84e60c3639130f3075ae51659b58
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.04.15.csv,176,a9810aa4f69fa5b91e3b077a4a1f15aa4df2594c848924d0de302464b842af15
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.04.16.csv,176,70d471de945e7453e21c3b7aad731eae79e9f6fa4f793fe316d288c34d48db7a
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.04.17.csv,176,089ed9fe938a93203e22dc05ba61b42a38e791a8a96cdff362a568f3cf7b3996
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.04.18.csv,177,32575c2113cbd84feeb36d052accf62f11c4195266e728f22f73de104d6aeed2
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.04.19.csv,177,d9f0425ea137096952b9ee8086c2423c75a2d05cee26611f88339a0a495d4876
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.04.20.csv,176,cda8f5df675b224b2b074e61b27eba6ac9004562c83252d18ca2a04320db7a96
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.04.21.csv,176,a85bce72e8f960b02490fe344abd238ce236784a26bc217eabab83b87deb8485
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.04.22.csv,176,3ae3cd879da9b2e293534b9f3b7953daf50f3de8a6fbed597f2aa4325cc80a8e
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.04.23.csv,176,e7cb525482f0f3bbc3307fe3ea2e71ac07beddc9be062933f6e6207d2bf20e2d
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.04.24.csv,176,301865288716f1ca268e70fe86ef6ded5435cd490ec86d7ddd087a532d628ef4
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.04.25.csv,177,21081e7006353a7cf18c5eaed3734c4bd94bc0e53ba9cb9362781d5ee25d131e
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.04.26.csv,177,1ea8579814c9f8c67a13ae02d3bd4d4b1ff9b584ab2a09cadaa904389f64d2b3
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.04.27.csv,177,10b796120ed8d5b86d3ce84cca57fb815b8b0ca3efc0d18017239d707c0f73a3
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.04.28.csv,176,9ceaf8710ed5e6e9d7e451c0fab04489015c26dfc48ca8b3d24b5637a454841e
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.04.29.csv,176,15665d32c98af5b0127704887658e3b37398f53315b2b1ae5313f3b7d73fd6e3
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.04.30.csv,176,7c780a2b3d16a80694bd34700cc8beea049fbb95719d85f134c2e3c517d12d10
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.05.01.csv,176,d35ce8f01cdfceda455032c60a76dc13026f05b8d9e3efce46855b5cbc2324fb
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.05.02.csv,177,8810283c63946208f05d2406db09db3e128c8cc67e540c99725ed1d1409f8756
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.05.03.csv,177,d72f539282c30d2dc6bf9161e51f87538f2e47dca3b4a5c423fa029bd47b04c6
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.05.04.csv,176,5c26f6c39ba78e6a0158e1dc1a7a1e1824f04a13afad1f9cfdd4b905c52da946
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.05.05.csv,176,f215a909672d3ebe5f07b6c854e3b26b382be0bf230169f90986cb484f3cf4cb
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.05.06.csv,178,7c0e69e6a91e9a6218d24445bbcbac9befa3819941bc79aaa7b59872d4211b38
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.05.07.csv,177,463b22ff0e30ff891ea3b4ac2db3ababeb82c4bbae1e497f56015650d777aad4
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.05.08.csv,177,277573fa0dea1a213738d9b687cd822524c038314b2c4cba03345c336f6cdfea
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.05.09.csv,178,8b7a0c05807bf551a4e98d4dfae7c14343b0b9d1349cca450c585a92bd275e2e
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.05.10.csv,180,e5794a93c87f220a5d34f788a7c9dc2e6e00b05df333e7b921593d5d248a5f75
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.05.11.csv,176,41d442161fbb73d2a95e32a0db9e0738b78610915a196b6c1ea8e1bcc393dc54
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.05.12.csv,176,f54f876dd1da4b70800487c13e31382a3125324952a2e8712cd0f8ffde0786e2
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.05.13.csv,176,a24b1b6158c850fb9e048b83057c1dbc9bd7b276b751e69b782f819b9a8eca8b
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.05.14.csv,177,a031a98d94474c783dde6a46847628c592e4b2f7dcbaede28ce197fa3b21c6c5
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.05.15.csv,177,aabe511c0fd17919a9f46625936ca5cbd4b07c459c4ee732ca1b8e0379882fc6
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.05.16.csv,178,77794928d2d97d8be7ddf7934da17fb72cb8304c66d765475f28ebdc20769fed
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.05.17.csv,178,7ede4c4ead3c4ea7b5b67976ebaa6a722e454bd035a3aff31ddbe5380decbb20
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.05.18.csv,176,02824d0d7790c0677f6ba5775c37ef43cd39bfd7e5aa7dc839e3c4c68adc449d
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.05.19.csv,176,76b202b87955fdf9679f0b20e5f72068608f33eafb3daea5af8afeb025814a40
inputs/pos/Commerce_01/POS_A/daily/Commerce_01_POS_A_daily_2025.05.20.csv,176,5764978517502559170744a9a95986e0b5b13bb261f4f5059313ae1f182e69df
