location_id,work_date,role,regular_hours,overtime_hours,wage_cost,currency,source_granularity
Commerce_03,2025-06-18,BOH,38.67,0.00,812.07,CAD,daily_aggregate
Commerce_03,2025-06-18,FOH,50.89,0.00,966.91,CAD,daily_aggregate
Commerce_01,2025-06-19,BOH,36.30,0.00,762.30,CAD,daily_aggregate
Commerce_01,2025-06-19,FOH,51.73,0.00,982.87,CAD,daily_aggregate
Commerce_02,2025-06-19,BOH,30.48,0.00,640.08,CAD,daily_aggregate
Commerce_02,2025-06-19,FOH,39.21,0.00,744.99,CAD,daily_aggregate
Commerce_03,2025-06-19,BOH,46.56,0.00,977.76,CAD,daily_aggregate
Commerce_03,2025-06-19,FOH,62.80,0.00,1193.20,CAD,daily_aggregate
Commerce_01,2025-06-20,BOH,44.52,2.84,1024.38,CAD,daily_aggregate
Commerce_01,2025-06-20,FOH,62.68,4.00,1304.92,CAD,daily_aggregate
Commerce_02,2025-06-20,BOH,33.42,2.13,768.92,CAD,daily_aggregate
Commerce_02,2025-06-20,FOH,44.97,2.87,936.22,CAD,daily_aggregate
Commerce_03,2025-06-20,BOH,50.26,3.21,1156.58,CAD,daily_aggregate
Commerce_03,2025-06-20,FOH,68.53,4.37,1426.62,CAD,daily_aggregate
Commerce_01,2025-06-21,BOH,43.52,2.78,1001.49,CAD,daily_aggregate
Commerce_01,2025-06-21,FOH,60.92,3.89,1268.34,CAD,daily_aggregate
Commerce_02,2025-06-21,BOH,34.28,2.19,788.86,CAD,daily_aggregate
Commerce_02,2025-06-21,FOH,46.76,2.98,973.37,CAD,daily_aggregate
Commerce_03,2025-06-21,BOH,51.75,3.30,1190.70,CAD,daily_aggregate
Commerce_03,2025-06-21,FOH,70.78,4.52,1473.64,CAD,daily_aggregate
Commerce_01,2025-06-22,BOH,24.93,1.59,573.62,CAD,daily_aggregate
Commerce_01,2025-06-22,FOH,34.52,2.20,718.58,CAD,daily_aggregate
Commerce_02,2025-06-22,BOH,19.21,1.23,442.16,CAD,daily_aggregate
Commerce_02,2025-06-22,FOH,26.09,1.67,543.30,CAD,daily_aggregate
Commerce_03,2025-06-22,BOH,30.19,1.93,694.78,CAD,daily_aggregate
Commerce_03,2025-06-22,FOH,39.65,2.53,825.46,CAD,daily_aggregate
Commerce_01,2025-06-23,BOH,31.96,0.00,671.16,CAD,daily_aggregate
Commerce_01,2025-06-23,FOH,44.55,0.00,846.45,CAD,daily_aggregate
Commerce_02,2025-06-23,BOH,22.98,0.00,482.58,CAD,daily_aggregate
Commerce_02,2025-06-23,FOH,30.96,0.00,588.24,CAD,daily_aggregate
Commerce_03,2025-06-23,BOH,33.20,0.00,697.20,CAD,daily_aggregate
Commerce_03,2025-06-23,FOH,42.88,0.00,814.72,CAD,daily_aggregate
Commerce_01,2025-06-24,BOH,34.17,0.00,717.57,CAD,daily_aggregate
Commerce_01,2025-06-24,FOH,43.30,0.00,822.70,CAD,daily_aggregate
Commerce_02,2025-06-24,BOH,23.70,0.00,497.70,CAD,daily_aggregate
Commerce_02,2025-06-24,FOH,32.93,0.00,625.67,CAD,daily_aggregate
Commerce_03,2025-06-24,BOH,37.17,0.00,780.57,CAD,daily_aggregate
Commerce_03,2025-06-24,FOH,47.12,0.00,895.28,CAD,daily_aggregate
Commerce_01,2025-06-25,BOH,34.97,0.00,734.37,CAD,daily_aggregate
Commerce_01,2025-06-25,FOH,45.36,0.00,861.84,CAD,daily_aggregate
Commerce_02,2025-06-25,BOH,27.63,0.00,580.23,CAD,daily_aggregate
Commerce_02,2025-06-25,FOH,34.83,0.00,661.77,CAD,daily_aggregate
Commerce_03,2025-06-25,BOH,37.15,0.00,780.15,CAD,daily_aggregate
Commerce_03,2025-06-25,FOH,49.29,0.00,936.51,CAD,daily_aggregate
Commerce_01,2025-06-26,BOH,38.37,0.00,805.77,CAD,daily_aggregate
Commerce_01,2025-06-26,FOH,54.64,0.00,1038.16,CAD,daily_aggregate
Commerce_02,2025-06-26,BOH,29.95,0.00,628.95,CAD,daily_aggregate
Commerce_02,2025-06-26,FOH,40.75,0.00,774.25,CAD,daily_aggregate
Commerce_03,2025-06-26,BOH,41.04,0.00,861.84,CAD,daily_aggregate
Commerce_03,2025-06-26,FOH,54.24,0.00,1030.56,CAD,daily_aggregate
Commerce_01,2025-06-27,BOH,41.46,2.65,954.14,CAD,daily_aggregate
Commerce_01,2025-06-27,FOH,55.62,3.55,1157.96,CAD,daily_aggregate
Commerce_02,2025-06-27,BOH,34.40,2.20,791.70,CAD,daily_aggregate
Commerce_02,2025-06-27,FOH,49.49,3.16,1030.37,CAD,daily_aggregate
Commerce_03,2025-06-27,BOH,46.27,2.95,1064.60,CAD,daily_aggregate
Commerce_03,2025-06-27,FOH,63.25,4.04,1316.89,CAD,daily_aggregate
Commerce_01,2025-06-28,BOH,48.64,3.10,1119.09,CAD,daily_aggregate
Commerce_01,2025-06-28,FOH,62.90,4.01,1309.38,CAD,daily_aggregate
Commerce_02,2025-06-28,BOH,35.59,2.27,818.90,CAD,daily_aggregate
Commerce_02,2025-06-28,FOH,49.07,3.13,1021.54,CAD,daily_aggregate
Commerce_03,2025-06-28,BOH,53.01,3.38,1219.68,CAD,daily_aggregate
Commerce_03,2025-06-28,FOH,68.24,4.36,1420.82,CAD,daily_aggregate
Commerce_01,2025-06-29,BOH,23.96,1.53,551.36,CAD,daily_aggregate
Commerce_01,2025-06-29,FOH,32.92,2.10,685.33,CAD,daily_aggregate
Commerce_02,2025-06-29,BOH,19.15,1.22,440.58,CAD,daily_aggregate
Commerce_02,2025-06-29,FOH,25.26,1.61,525.82,CAD,daily_aggregate
Commerce_03,2025-06-29,BOH,29.17,1.86,671.16,CAD,daily_aggregate
Commerce_03,2025-06-29,FOH,39.36,2.51,819.38,CAD,daily_aggregate
Commerce_01,2025-06-30,BOH,31.42,0.00,659.82,CAD,daily_aggregate
Commerce_01,2025-06-30,FOH,40.46,0.00,768.74,CAD,daily_aggregate
Commerce_02,2025-06-30,BOH,24.37,0.00,511.77,CAD,daily_aggregate
Commerce_02,2025-06-30,FOH,32.94,0.00,625.86,CAD,daily_aggregate
Commerce_03,2025-06-30,BOH,33.54,0.00,704.34,CAD,daily_aggregate
Commerce_03,2025-06-30,FOH,46.37,0.00,881.03,CAD,daily_aggregate
