location_id,work_date,role,regular_hours,overtime_hours,wage_cost,currency,source_granularity
Commerce_02,2025-03-13,FOH,37.41,0.00,710.79,CAD,daily_aggregate
Commerce_03,2025-03-13,BOH,40.19,0.00,843.99,CAD,daily_aggregate
Commerce_03,2025-03-13,FOH,56.46,0.00,1072.74,CAD,daily_aggregate
Commerce_01,2025-03-14,BOH,42.30,2.70,973.35,CAD,daily_aggregate
Commerce_01,2025-03-14,FOH,55.62,3.55,1157.96,CAD,daily_aggregate
Commerce_02,2025-03-14,BOH,32.58,2.08,749.70,CAD,daily_aggregate
Commerce_02,2025-03-14,FOH,45.15,2.88,939.93,CAD,daily_aggregate
Commerce_03,2025-03-14,BOH,43.86,2.80,1009.26,CAD,daily_aggregate
Commerce_03,2025-03-14,FOH,58.61,3.74,1220.18,CAD,daily_aggregate
Commerce_01,2025-03-15,BOH,44.16,2.82,1016.19,CAD,daily_aggregate
Commerce_01,2025-03-15,FOH,58.41,3.73,1216.10,CAD,daily_aggregate
Commerce_02,2025-03-15,BOH,31.76,2.03,730.90,CAD,daily_aggregate
Commerce_02,2025-03-15,FOH,41.27,2.63,859.08,CAD,daily_aggregate
Commerce_03,2025-03-15,BOH,46.57,2.97,1071.52,CAD,daily_aggregate
Commerce_03,2025-03-15,FOH,63.69,4.06,1325.82,CAD,daily_aggregate
Commerce_01,2025-03-16,BOH,23.10,1.47,531.40,CAD,daily_aggregate
Commerce_01,2025-03-16,FOH,30.64,1.96,638.02,CAD,daily_aggregate
Commerce_02,2025-03-16,BOH,18.37,1.17,422.62,CAD,daily_aggregate
Commerce_02,2025-03-16,FOH,24.96,1.59,519.56,CAD,daily_aggregate
Commerce_03,2025-03-16,BOH,26.27,1.68,604.59,CAD,daily_aggregate
Commerce_03,2025-03-16,FOH,38.01,2.43,791.44,CAD,daily_aggregate
Commerce_01,2025-03-17,BOH,25.85,0.00,542.85,CAD,daily_aggregate
Commerce_01,2025-03-17,FOH,34.93,0.00,663.67,CAD,daily_aggregate
Commerce_02,2025-03-17,BOH,22.35,0.00,469.35,CAD,daily_aggregate
Commerce_02,2025-03-17,FOH,30.53,0.00,580.07,CAD,daily_aggregate
Commerce_03,2025-03-17,BOH,30.05,0.00,631.05,CAD,daily_aggregate
Commerce_03,2025-03-17,FOH,41.19,0.00,782.61,CAD,daily_aggregate
Commerce_01,2025-03-18,BOH,29.40,0.00,617.40,CAD,daily_aggregate
Commerce_01,2025-03-18,FOH,40.43,0.00,768.17,CAD,daily_aggregate
Commerce_02,2025-03-18,BOH,21.69,0.00,455.49,CAD,daily_aggregate
Commerce_02,2025-03-18,FOH,29.61,0.00,562.59,CAD,daily_aggregate
Commerce_03,2025-03-18,BOH,34.69,0.00,728.49,CAD,daily_aggregate
Commerce_03,2025-03-18,FOH,46.52,0.00,883.88,CAD,daily_aggregate
Commerce_01,2025-03-19,BOH,31.53,0.00,662.13,CAD,daily_aggregate
Commerce_01,2025-03-19,FOH,43.13,0.00,819.47,CAD,daily_aggregate
Commerce_02,2025-03-19,BOH,24.65,0.00,517.65,CAD,daily_aggregate
Commerce_02,2025-03-19,FOH,35.23,0.00,669.37,CAD,daily_aggregate
Commerce_03,2025-03-19,BOH,37.78,0.00,793.38,CAD,daily_aggregate
Commerce_03,2025-03-19,FOH,53.05,0.00,1007.95,CAD,daily_aggregate
Commerce_01,2025-03-20,BOH,35.17,0.00,738.57,CAD,daily_aggregate
Commerce_01,2025-03-20,FOH,48.24,0.00,916.56,CAD,daily_aggregate
Commerce_02,2025-03-20,BOH,28.21,0.00,592.41,CAD,daily_aggregate
Commerce_02,2025-03-20,FOH,39.89,0.00,757.91,CAD,daily_aggregate
Commerce_03,2025-03-20,BOH,41.37,0.00,868.77,CAD,daily_aggregate
Commerce_03,2025-03-20,FOH,56.50,0.00,1073.50,CAD,daily_aggregate
Commerce_01,2025-03-21,BOH,41.92,2.68,964.74,CAD,daily_aggregate
Commerce_01,2025-03-21,FOH,56.42,3.60,1174.58,CAD,daily_aggregate
Commerce_02,2025-03-21,BOH,30.64,1.96,705.18,CAD,daily_aggregate
Commerce_02,2025-03-21,FOH,43.57,2.78,907.06,CAD,daily_aggregate
Commerce_03,2025-03-21,BOH,43.01,2.75,989.84,CAD,daily_aggregate
Commerce_03,2025-03-21,FOH,58.14,3.71,1210.40,CAD,daily_aggregate
Commerce_01,2025-03-22,BOH,41.55,2.65,956.02,CAD,daily_aggregate
Commerce_01,2025-03-22,FOH,55.19,3.52,1148.93,CAD,daily_aggregate
Commerce_02,2025-03-22,BOH,34.80,2.22,800.73,CAD,daily_aggregate
Commerce_02,2025-03-22,FOH,46.46,2.97,967.38,CAD,daily_aggregate
Commerce_03,2025-03-22,BOH,49.73,3.17,1144.18,CAD,daily_aggregate
Commerce_03,2025-03-22,FOH,66.35,4.23,1381.20,CAD,daily_aggregate
Commerce_01,2025-03-23,BOH,21.42,1.37,492.98,CAD,daily_aggregate
Commerce_01,2025-03-23,FOH,30.81,1.97,641.54,CAD,daily_aggregate
Commerce_02,2025-03-23,BOH,17.16,1.09,394.70,CAD,daily_aggregate
Commerce_02,2025-03-23,FOH,24.32,1.55,506.26,CAD,daily_aggregate
Commerce_03,2025-03-23,BOH,27.28,1.74,627.69,CAD,daily_aggregate
Commerce_03,2025-03-23,FOH,37.98,2.42,790.59,CAD,daily_aggregate
Commerce_01,2025-03-24,BOH,26.02,0.00,546.42,CAD,daily_aggregate
Commerce_01,2025-03-24,FOH,35.51,0.00,674.69,CAD,daily_aggregate
Commerce_02,2025-03-24,BOH,23.43,0.00,492.03,CAD,daily_aggregate
Commerce_02,2025-03-24,FOH,30.18,0.00,573.42,CAD,daily_aggregate
Commerce_03,2025-03-24,BOH,29.43,0.00,618.03,CAD,daily_aggregate
Commerce_03,2025-03-24,FOH,40.60,0.00,771.40,CAD,daily_aggregate
Commerce_01,2025-03-25,BOH,31.60,0.00,663.60,CAD,daily_aggregate
Commerce_01,2025-03-25,FOH,41.96,0.00,797.24,CAD,daily_aggregate
Commerce_02,2025-03-25,BOH,23.39,0.00,491.19,CAD,daily_aggregate
Commerce_02,2025-03-25,FOH,31.79,0.00,604.01,CAD,daily_aggregate
Commerce_03,2025-03-25,BOH,33.28,0.00,698.88,CAD,daily_aggregate
Commerce_03,2025-03-25,FOH,47.13,0.00,895.47,CAD,daily_aggregate
Commerce_01,2025-03-26,BOH,29.79,0.00,625.59,CAD,daily_aggregate
Commerce_01,2025-03-26,FOH,40.06,0.00,761.14,CAD,daily_aggregate
Commerce_02,2025-03-26,BOH,26.38,0.00,553.98,CAD,daily_aggregate
Commerce_02,2025-03-26,FOH,35.28,0.00,670.32,CAD,daily_aggregate
Commerce_03,2025-03-26,BOH,34.43,0.00,723.03,CAD,daily_aggregate
Commerce_03,2025-03-26,FOH,47.61,0.00,904.59,CAD,daily_aggregate
Commerce_01,2025-03-27,BOH,36.71,0.00,770.91,CAD,daily_aggregate
Commerce_01,2025-03-27,FOH,49.14,0.00,933.66,CAD,daily_aggregate
Commerce_02,2025-03-27,BOH,27.00,0.00,567.00,CAD,daily_aggregate
Commerce_02,2025-03-27,FOH,37.91,0.00,720.29,CAD,daily_aggregate
Commerce_03,2025-03-27,BOH,43.63,0.00,916.23,CAD,daily_aggregate
Commerce_03,2025-03-27,FOH,58.33,0.00,1108.27,CAD,daily_aggregate
Commerce_01,2025-03-28,BOH,42.20,2.69,970.94,CAD,daily_aggregate
Commerce_01,2025-03-28,FOH,56.87,3.63,1183.98,CAD,daily_aggregate
Commerce_02,2025-03-28,BOH,31.73,2.02,729.96,CAD,daily_aggregate
Commerce_02,2025-03-28,FOH,43.79,2.79,911.52,CAD,daily_aggregate
Commerce_03,2025-03-28,BOH,47.92,3.06,1102.71,CAD,daily_aggregate
Commerce_03,2025-03-28,FOH,65.41,4.18,1361.92,CAD,daily_aggregate
Commerce_01,2025-03-29,BOH,41.89,2.67,963.80,CAD,daily_aggregate
Commerce_01,2025-03-29,FOH,57.96,3.70,1206.69,CAD,daily_aggregate
Commerce_02,2025-03-29,BOH,33.51,2.14,771.12,CAD,daily_aggregate
Commerce_02,2025-03-29,FOH,45.66,2.91,950.48,CAD,daily_aggregate
Commerce_03,2025-03-29,BOH,44.89,2.86,1032.78,CAD,daily_aggregate
Commerce_03,2025-03-29,FOH,60.55,3.87,1260.74,CAD,daily_aggregate
Commerce_01,2025-03-30,BOH,22.95,1.46,527.94,CAD,daily_aggregate
Commerce_01,2025-03-30,FOH,31.13,1.99,648.18,CAD,daily_aggregate
Commerce_02,2025-03-30,BOH,17.26,1.10,397.11,CAD,daily_aggregate
Commerce_02,2025-03-30,FOH,23.26,1.48,484.12,CAD,daily_aggregate
Commerce_03,2025-03-30,BOH,25.21,1.61,580.12,CAD,daily_aggregate
Commerce_03,2025-03-30,FOH,32.53,2.08,677.35,CAD,daily_aggregate
Commerce_01,2025-03-31,BOH,28.43,0.00,597.03,CAD,daily_aggregate
Commerce_01,2025-03-31,FOH,39.11,0.00,743.09,CAD,daily_aggregate
Commerce_02,2025-03-31,BOH,21.47,0.00,450.87,CAD,daily_aggregate
Commerce_02,2025-03-31,FOH,27.82,0.00,528.58,CAD,daily_aggregate
Commerce_03,2025-03-31,BOH,32.18,0.00,675.78,CAD,daily_aggregate
Commerce_03,2025-03-31,FOH,41.18,0.00,782.42,CAD,daily_aggregate
