location_id,work_date,role,regular_hours,overtime_hours,wage_cost,currency,source_granularity
Commerce_01,2025-11-06,FOH,46.45,0.00,882.55,CAD,daily_aggregate
Commerce_02,2025-11-06,BOH,27.85,0.00,584.85,CAD,daily_aggregate
Commerce_02,2025-11-06,FOH,37.08,0.00,704.52,CAD,daily_aggregate
Commerce_03,2025-11-06,BOH,40.10,0.00,842.10,CAD,daily_aggregate
Commerce_03,2025-11-06,FOH,54.86,0.00,1042.34,CAD,daily_aggregate
Commerce_01,2025-11-07,BOH,39.75,2.54,914.76,CAD,daily_aggregate
Commerce_01,2025-11-07,FOH,51.73,3.30,1076.92,CAD,daily_aggregate
Commerce_02,2025-11-07,BOH,32.22,2.06,741.51,CAD,daily_aggregate
Commerce_02,2025-11-07,FOH,42.06,2.68,875.52,CAD,daily_aggregate
Commerce_03,2025-11-07,BOH,46.96,3.00,1080.66,CAD,daily_aggregate
Commerce_03,2025-11-07,FOH,63.90,4.08,1330.38,CAD,daily_aggregate
Commerce_01,2025-11-08,BOH,42.77,2.73,984.16,CAD,daily_aggregate
Commerce_01,2025-11-08,FOH,58.16,3.71,1210.78,CAD,daily_aggregate
Commerce_02,2025-11-08,BOH,31.65,2.02,728.28,CAD,daily_aggregate
Commerce_02,2025-11-08,FOH,41.28,2.63,859.28,CAD,daily_aggregate
Commerce_03,2025-11-08,BOH,43.68,2.79,1005.16,CAD,daily_aggregate
Commerce_03,2025-11-08,FOH,63.00,4.02,1311.57,CAD,daily_aggregate
Commerce_01,2025-11-09,BOH,24.42,1.56,561.96,CAD,daily_aggregate
Commerce_01,2025-11-09,FOH,32.31,2.06,672.60,CAD,daily_aggregate
Commerce_02,2025-11-09,BOH,18.67,1.19,429.56,CAD,daily_aggregate
Commerce_02,2025-11-09,FOH,25.31,1.62,527.06,CAD,daily_aggregate
Commerce_03,2025-11-09,BOH,24.23,1.55,557.66,CAD,daily_aggregate
Commerce_03,2025-11-09,FOH,32.55,2.08,677.73,CAD,daily_aggregate
Commerce_01,2025-11-10,BOH,26.97,0.00,566.37,CAD,daily_aggregate
Commerce_01,2025-11-10,FOH,36.46,0.00,692.74,CAD,daily_aggregate
Commerce_02,2025-11-10,BOH,23.15,0.00,486.15,CAD,daily_aggregate
Commerce_02,2025-11-10,FOH,30.56,0.00,580.64,CAD,daily_aggregate
Commerce_03,2025-11-10,BOH,31.10,0.00,653.10,CAD,daily_aggregate
Commerce_03,2025-11-10,FOH,39.91,0.00,758.29,CAD,daily_aggregate
Commerce_01,2025-11-11,BOH,27.78,0.00,583.38,CAD,daily_aggregate
Commerce_01,2025-11-11,FOH,36.74,0.00,698.06,CAD,daily_aggregate
Commerce_02,2025-11-11,BOH,24.10,0.00,506.10,CAD,daily_aggregate
Commerce_02,2025-11-11,FOH,31.38,0.00,596.22,CAD,daily_aggregate
Commerce_03,2025-11-11,BOH,31.67,0.00,665.07,CAD,daily_aggregate
Commerce_03,2025-11-11,FOH,42.85,0.00,814.15,CAD,daily_aggregate
Commerce_01,2025-11-12,BOH,30.25,0.00,635.25,CAD,daily_aggregate
Commerce_01,2025-11-12,FOH,40.24,0.00,764.56,CAD,daily_aggregate
Commerce_02,2025-11-12,BOH,24.22,0.00,508.62,CAD,daily_aggregate
Commerce_02,2025-11-12,FOH,32.35,0.00,614.65,CAD,daily_aggregate
Commerce_03,2025-11-12,BOH,37.93,0.00,796.53,CAD,daily_aggregate
Commerce_03,2025-11-12,FOH,50.81,0.00,965.39,CAD,daily_aggregate
Commerce_01,2025-11-13,BOH,35.49,0.00,745.29,CAD,daily_aggregate
Commerce_01,2025-11-13,FOH,49.02,0.00,931.38,CAD,daily_aggregate
Commerce_02,2025-11-13,BOH,28.21,0.00,592.41,CAD,daily_aggregate
Commerce_02,2025-11-13,FOH,36.74,0.00,698.06,CAD,daily_aggregate
Commerce_03,2025-11-13,BOH,39.55,0.00,830.55,CAD,daily_aggregate
Commerce_03,2025-11-13,FOH,51.75,0.00,983.25,CAD,daily_aggregate
Commerce_01,2025-11-14,BOH,42.10,2.69,968.84,CAD,daily_aggregate
Commerce_01,2025-11-14,FOH,58.30,3.72,1213.72,CAD,daily_aggregate
Commerce_02,2025-11-14,BOH,30.32,1.93,697.52,CAD,daily_aggregate
Commerce_02,2025-11-14,FOH,43.19,2.76,899.27,CAD,daily_aggregate
Commerce_03,2025-11-14,BOH,46.77,2.98,1076.04,CAD,daily_aggregate
Commerce_03,2025-11-14,FOH,61.46,3.92,1279.46,CAD,daily_aggregate
Commerce_01,2025-11-15,BOH,38.16,2.44,878.22,CAD,daily_aggregate
Commerce_01,2025-11-15,FOH,51.92,3.31,1080.82,CAD,daily_aggregate
Commerce_02,2025-11-15,BOH,33.68,2.15,775.00,CAD,daily_aggregate
Commerce_02,2025-11-15,FOH,45.64,2.91,950.10,CAD,daily_aggregate
Commerce_03,2025-11-15,BOH,47.97,3.06,1103.76,CAD,daily_aggregate
Commerce_03,2025-11-15,FOH,67.76,4.32,1410.56,CAD,daily_aggregate
Commerce_01,2025-11-16,BOH,20.97,1.34,482.58,CAD,daily_aggregate
Commerce_01,2025-11-16,FOH,29.04,1.85,604.48,CAD,daily_aggregate
Commerce_02,2025-11-16,BOH,18.08,1.15,415.90,CAD,daily_aggregate
Commerce_02,2025-11-16,FOH,25.09,1.60,522.31,CAD,daily_aggregate
Commerce_03,2025-11-16,BOH,26.63,1.70,612.78,CAD,daily_aggregate
Commerce_03,2025-11-16,FOH,35.68,2.28,742.90,CAD,daily_aggregate
Commerce_01,2025-11-17,BOH,28.19,0.00,591.99,CAD,daily_aggregate
Commerce_01,2025-11-17,FOH,39.06,0.00,742.14,CAD,daily_aggregate
Commerce_02,2025-11-17,BOH,20.99,0.00,440.79,CAD,daily_aggregate
Commerce_02,2025-11-17,FOH,29.90,0.00,568.10,CAD,daily_aggregate
Commerce_03,2025-11-17,BOH,30.97,0.00,650.37,CAD,daily_aggregate
Commerce_03,2025-11-17,FOH,42.41,0.00,805.79,CAD,daily_aggregate
Commerce_01,2025-11-18,BOH,29.41,0.00,617.61,CAD,daily_aggregate
Commerce_01,2025-11-18,FOH,38.45,0.00,730.55,CAD,daily_aggregate
Commerce_02,2025-11-18,BOH,21.93,0.00,460.53,CAD,daily_aggregate
Commerce_02,2025-11-18,FOH,29.02,0.00,551.38,CAD,daily_aggregate
Commerce_03,2025-11-18,BOH,32.21,0.00,676.41,CAD,daily_aggregate
Commerce_03,2025-11-18,FOH,45.49,0.00,864.31,CAD,daily_aggregate
Commerce_01,2025-11-19,BOH,29.83,0.00,626.43,CAD,daily_aggregate
Commerce_01,2025-11-19,FOH,41.36,0.00,785.84,CAD,daily_aggregate
Commerce_02,2025-11-19,BOH,24.29,0.00,510.09,CAD,daily_aggregate
Commerce_02,2025-11-19,FOH,30.56,0.00,580.64,CAD,daily_aggregate
Commerce_03,2025-11-19,BOH,33.27,0.00,698.67,CAD,daily_aggregate
Commerce_03,2025-11-19,FOH,47.71,0.00,906.49,CAD,daily_aggregate
Commerce_01,2025-11-20,BOH,34.48,0.00,724.08,CAD,daily_aggregate
Commerce_01,2025-11-20,FOH,46.33,0.00,880.27,CAD,daily_aggregate
Commerce_02,2025-11-20,BOH,26.41,0.00,554.61,CAD,daily_aggregate
Commerce_02,2025-11-20,FOH,37.75,0.00,717.25,CAD,daily_aggregate
Commerce_03,2025-11-20,BOH,39.03,0.00,819.63,CAD,daily_aggregate
Commerce_03,2025-11-20,FOH,54.74,0.00,1040.06,CAD,daily_aggregate
Commerce_01,2025-11-21,BOH,42.00,2.68,966.42,CAD,daily_aggregate
Commerce_01,2025-11-21,FOH,55.67,3.55,1158.90,CAD,daily_aggregate
Commerce_02,2025-11-21,BOH,31.52,2.01,725.24,CAD,daily_aggregate
Commerce_02,2025-11-21,FOH,42.70,2.73,889.10,CAD,daily_aggregate
Commerce_03,2025-11-21,BOH,42.48,2.71,977.44,CAD,daily_aggregate
Commerce_03,2025-11-21,FOH,58.01,3.70,1207.64,CAD,daily_aggregate
Commerce_01,2025-11-22,BOH,40.09,2.56,922.53,CAD,daily_aggregate
Commerce_01,2025-11-22,FOH,52.93,3.38,1102.00,CAD,daily_aggregate
Commerce_02,2025-11-22,BOH,33.18,2.12,763.56,CAD,daily_aggregate
Commerce_02,2025-11-22,FOH,47.36,3.02,985.91,CAD,daily_aggregate
Commerce_03,2025-11-22,BOH,47.80,3.05,1099.88,CAD,daily_aggregate
Commerce_03,2025-11-22,FOH,65.06,4.15,1354.42,CAD,daily_aggregate
Commerce_01,2025-11-23,BOH,23.48,1.50,540.33,CAD,daily_aggregate
Commerce_01,2025-11-23,FOH,31.95,2.04,665.19,CAD,daily_aggregate
Commerce_02,2025-11-23,BOH,17.20,1.10,395.85,CAD,daily_aggregate
Commerce_02,2025-11-23,FOH,24.36,1.55,507.02,CAD,daily_aggregate
Commerce_03,2025-11-23,BOH,26.40,1.68,607.32,CAD,daily_aggregate
Commerce_03,2025-11-23,FOH,33.80,2.16,703.76,CAD,daily_aggregate
Commerce_01,2025-11-24,BOH,27.51,0.00,577.71,CAD,daily_aggregate
Commerce_01,2025-11-24,FOH,36.05,0.00,684.95,CAD,daily_aggregate
Commerce_02,2025-11-24,BOH,20.87,0.00,438.27,CAD,daily_aggregate
Commerce_02,2025-11-24,FOH,28.41,0.00,539.79,CAD,daily_aggregate
Commerce_03,2025-11-24,BOH,28.42,0.00,596.82,CAD,daily_aggregate
Commerce_03,2025-11-24,FOH,41.38,0.00,786.22,CAD,daily_aggregate
Commerce_01,2025-11-25,BOH,28.48,0.00,598.08,CAD,daily_aggregate
Commerce_01,2025-11-25,FOH,36.37,0.00,691.03,CAD,daily_aggregate
Commerce_02,2025-11-25,BOH,21.94,0.00,460.74,CAD,daily_aggregate
Commerce_02,2025-11-25,FOH,29.94,0.00,568.86,CAD,daily_aggregate
Commerce_03,2025-11-25,BOH,32.46,0.00,681.66,CAD,daily_aggregate
Commerce_03,2025-11-25,FOH,43.63,0.00,828.97,CAD,daily_aggregate
Commerce_01,2025-11-26,BOH,31.94,0.00,670.74,CAD,daily_aggregate
Commerce_01,2025-11-26,FOH,41.81,0.00,794.39,CAD,daily_aggregate
Commerce_02,2025-11-26,BOH,23.97,0.00,503.37,CAD,daily_aggregate
Commerce_02,2025-11-26,FOH,30.61,0.00,581.59,CAD,daily_aggregate
Commerce_03,2025-11-26,BOH,33.94,0.00,712.74,CAD,daily_aggregate
Commerce_03,2025-11-26,FOH,47.70,0.00,906.30,CAD,daily_aggregate
Commerce_01,2025-11-27,BOH,37.10,0.00,779.10,CAD,daily_aggregate
Commerce_01,2025-11-27,FOH,48.74,0.00,926.06,CAD,daily_aggregate
Commerce_02,2025-11-27,BOH,27.88,0.00,585.48,CAD,daily_aggregate
Commerce_02,2025-11-27,FOH,36.91,0.00,701.29,CAD,daily_aggregate
Commerce_03,2025-11-27,BOH,38.43,0.00,807.03,CAD,daily_aggregate
Commerce_03,2025-11-27,FOH,54.28,0.00,1031.32,CAD,daily_aggregate
Commerce_01,2025-11-28,BOH,38.49,2.46,885.78,CAD,daily_aggregate
Commerce_01,2025-11-28,FOH,50.29,3.21,1047.00,CAD,daily_aggregate
Commerce_02,2025-11-28,BOH,30.93,1.97,711.58,CAD,daily_aggregate
Commerce_02,2025-11-28,FOH,42.76,2.73,890.24,CAD,daily_aggregate
Commerce_03,2025-11-28,BOH,44.97,2.87,1034.78,CAD,daily_aggregate
Commerce_03,2025-11-28,FOH,62.37,3.98,1298.46,CAD,daily_aggregate
Commerce_01,2025-11-29,BOH,38.99,2.49,897.22,CAD,daily_aggregate
Commerce_01,2025-11-29,FOH,55.26,3.53,1150.54,CAD,daily_aggregate
Commerce_02,2025-11-29,BOH,30.62,1.95,704.44,CAD,daily_aggregate
Commerce_02,2025-11-29,FOH,42.36,2.70,881.79,CAD,daily_aggregate
Commerce_03,2025-11-29,BOH,49.26,3.14,1133.37,CAD,daily_aggregate
Commerce_03,2025-11-29,FOH,65.90,4.21,1372.08,CAD,daily_aggregate
Commerce_01,2025-11-30,BOH,22.39,1.43,515.24,CAD,daily_aggregate
Commerce_01,2025-11-30,FOH,31.57,2.01,657.12,CAD,daily_aggregate
Commerce_02,2025-11-30,BOH,16.92,1.08,389.34,CAD,daily_aggregate
Commerce_02,2025-11-30,FOH,22.28,1.42,463.79,CAD,daily_aggregate
Commerce_03,2025-11-30,BOH,25.93,1.65,596.50,CAD,daily_aggregate
Commerce_03,2025-11-30,FOH,34.79,2.22,724.28,CAD,daily_aggregate
