report_period_start,report_period_end,business_date,commerce_id,source_pos,gross_sales,discounts,voids,net_sales,transactions,generated_at,revision_id
2025-07-01,2025-09-30,2025-09-02,Commerce_03,POS_B,5564.00,294.92,64.91,5269.08,155,2025-10-06T14:05:00Z,rev-2b9a
2025-07-01,2025-09-30,2025-09-03,Commerce_03,POS_B,6438.00,313.95,41.29,6124.05,180,2025-10-06T14:05:00Z,rev-2b9a
2025-07-01,2025-09-30,2025-09-04,Commerce_03,POS_B,7011.00,352.76,47.44,6658.24,196,2025-10-06T14:05:00Z,rev-2b9a
2025-07-01,2025-09-30,2025-09-05,Commerce_03,POS_B,8410.00,402.26,61.18,8007.74,236,2025-10-06T14:05:00Z,rev-2b9a
2025-07-01,2025-09-30,2025-09-06,Commerce_03,POS_B,8484.00,415.29,43.51,8068.71,237,2025-10-06T14:05:00Z,rev-2b9a
2025-07-01,2025-09-30,2025-09-07,Commerce_03,POS_B,4622.00,235.30,110.57,4386.70,129,2025-10-06T14:05:00Z,rev-2b9a
2025-07-01,2025-09-30,2025-09-08,Commerce_03,POS_B,5493.00,287.15,48.85,5205.85,153,2025-10-06T14:05:00Z,rev-2b9a
2025-07-01,2025-09-30,2025-09-09,Commerce_03,POS_B,5282.00,286.02,67.66,4995.98,147,2025-10-06T14:05:00Z,rev-2b9a
2025-07-01,2025-09-30,2025-09-10,Commerce_03,POS_B,6247.00,314.61,104.01,5932.39,174,2025-10-06T14:05:00Z,rev-2b9a
2025-07-01,2025-09-30,2025-09-11,Commerce_03,POS_B,7234.00,384.71,81.05,6849.29,201,2025-10-06T14:05:00Z,rev-2b9a
2025-07-01,2025-09-30,2025-09-12,Commerce_03,POS_B,8611.00,432.45,35.11,8178.55,241,2025-10-06T14:05:00Z,rev-2b9a
2025-07-01,2025-09-30,2025-09-13,Commerce_03,POS_B,8635.00,427.46,56.99,8207.54,241,2025-10-06T14:05:00Z,rev-2b9a
2025-07-01,2025-09-30,2025-09-14,Commerce_03,POS_B,4508.00,227.07,37.16,4280.93,126,2025-10-06T14:05:00Z,rev-2b9a
2025-07-01,2025-09-30,2025-09-15,Commerce_03,POS_B,5199.00,253.84,105.51,4945.16,145,2025-10-06T14:05:00Z,rev-2b9a
2025-07-01,2025-09-30,2025-09-16,Commerce_03,POS_B,5511.00,293.02,105.41,5217.98,153,2025-10-06T14:05:00Z,rev-2b9a
2025-07-01,2025-09-30,2025-09-17,Commerce_03,POS_B,6334.00,324.19,79.09,6009.81,177,2025-10-06T14:05:00Z,rev-2b9a
2025-07-01,2025-09-30,2025-09-18,Commerce_03,POS_B,6665.00,347.35,50.80,6317.65,186,2025-10-06T14:05:00Z,rev-2b9a
2025-07-01,2025-09-30,2025-09-19,Commerce_03,POS_B,8552.00,420.00,53.89,8132.00,239,2025-10-06T14:05:00Z,rev-2b9a
2025-07-01,2025-09-30,2025-09-20,Commerce_03,POS_B,8171.00,413.30,44.84,7757.70,228,2025-10-06T14:05:00Z,rev-2b9a
2025-07-01,2025-09-30,2025-09-21,Commerce_03,POS_B,4835.00,254.57,53.38,4580.43,135,2025-10-06T14:05:00Z,rev-2b9a
2025-07-01,2025-09-30,2025-09-22,Commerce_03,POS_B,5220.00,262.97,17.61,4957.03,146,2025-10-06T14:05:00Z,rev-2b9a
2025-07-01,2025-09-30,2025-09-23,Commerce_03,POS_B,5739.00,275.10,34.27,5463.90,161,2025-10-06T14:05:00Z,rev-2b9a
2025-07-01,2025-09-30,2025-09-24,Commerce_03,POS_B,6347.00,319.46,68.64,6027.54,177,2025-10-06T14:05:00Z,rev-2b9a
2025-07-01,2025-09-30,2025-09-25,Commerce_03,POS_B,6999.00,361.92,81.11,6637.08,195,2025-10-06T14:05:00Z,rev-2b9a
2025-07-01,2025-09-30,2025-09-26,Commerce_03,POS_B,8173.00,417.64,57.97,7755.36,228,2025-10-06T14:05:00Z,rev-2b9a
2025-07-01,2025-09-30,2025-09-27,Commerce_03,POS_B,8307.00,443.42,93.22,7863.58,231,2025-10-06T14:05:00Z,rev-2b9a
2025-07-01,2025-09-30,2025-09-28,Commerce_03,POS_B,4852.00,250.71,89.79,4601.29,135,2025-10-06T14:05:00Z,rev-2b9a
2025-07-01,2025-09-30,2025-09-29,Commerce_03,POS_B,5569.00,294.85,75.95,5274.15,155,2025-10-06T14:05:00Z,rev-2b9a
2025-07-01,2025-09-30,2025-09-30,Commerce_03,POS_B,5643.00,283.59,93.80,5359.41,158,2025-10-06T14:05:00Z,rev-2b9a
