report_period_start,report_period_end,business_date,commerce_id,source_pos,gross_sales,discounts,voids,net_sales,transactions,generated_at,revision_id
2025-01-01,2025-03-31,2025-01-28,Commerce_01,POS_A,4432.00,217.36,40.89,4214.64,124,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-01-29,Commerce_01,POS_A,5076.00,258.91,77.76,4817.09,142,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-01-30,Commerce_01,POS_A,5345.00,232.73,67.49,5112.27,150,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-01-31,Commerce_01,POS_A,6742.00,354.67,44.30,6387.33,188,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-02-01,Commerce_01,POS_A,7539.00,359.57,58.73,7179.43,211,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-02-02,Commerce_01,POS_A,3988.00,193.97,94.82,3794.03,112,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-02-03,Commerce_01,POS_A,4198.00,217.31,62.04,3980.69,117,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-02-04,Commerce_01,POS_A,4883.00,245.67,66.15,4637.33,136,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-02-05,Commerce_01,POS_A,5380.00,271.36,43.54,5108.64,150,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-02-06,Commerce_01,POS_A,5561.00,277.97,52.14,5283.03,155,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-02-07,Commerce_01,POS_A,6993.00,361.50,54.05,6631.50,195,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-02-08,Commerce_01,POS_A,7076.00,350.46,25.85,6725.54,198,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-02-09,Commerce_01,POS_A,4131.00,207.40,86.11,3923.60,115,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-02-10,Commerce_01,POS_A,4473.00,228.42,19.77,4244.58,125,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-02-11,Commerce_01,POS_A,4552.00,224.71,84.88,4327.29,127,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-02-12,Commerce_01,POS_A,5401.00,280.79,71.14,5120.21,151,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-02-13,Commerce_01,POS_A,5995.00,304.91,54.37,5690.09,167,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-02-14,Commerce_01,POS_A,7006.00,361.15,86.57,6644.85,195,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-02-15,Commerce_01,POS_A,7021.00,335.00,42.30,6686.00,197,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-02-16,Commerce_01,POS_A,4049.00,177.73,74.99,3871.27,114,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-02-17,Commerce_01,POS_A,4514.00,211.92,100.43,4302.08,127,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-02-18,Commerce_01,POS_A,4526.00,221.69,48.93,4304.31,127,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-02-19,Commerce_01,POS_A,5182.00,249.19,85.07,4932.81,145,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-02-20,Commerce_01,POS_A,5941.00,273.33,56.32,5667.67,167,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-02-21,Commerce_01,POS_A,6430.00,302.52,58.40,6127.48,180,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-02-22,Commerce_01,POS_A,7247.00,363.44,64.58,6883.56,202,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-02-23,Commerce_01,POS_A,3755.00,199.42,52.52,3555.58,105,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-02-24,Commerce_01,POS_A,4312.00,200.83,71.43,4111.17,121,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-02-25,Commerce_01,POS_A,4535.00,212.51,78.11,4322.49,127,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-02-26,Commerce_01,POS_A,5167.00,283.84,118.26,4883.16,144,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-02-27,Commerce_01,POS_A,5412.00,245.77,27.63,5166.23,152,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-02-28,Commerce_01,POS_A,6481.00,323.85,76.51,6157.15,181,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-03-01,Commerce_01,POS_A,7209.00,361.12,62.53,6847.88,201,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-03-02,Commerce_01,POS_A,3975.00,179.76,76.43,3795.24,112,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-03-03,Commerce_01,POS_A,4743.00,220.01,48.27,4522.99,133,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-03-04,Commerce_01,POS_A,4801.00,256.58,64.90,4544.42,134,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-03-05,Commerce_01,POS_A,5409.00,276.63,105.68,5132.37,151,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-03-06,Commerce_01,POS_A,6135.00,312.48,22.01,5822.52,171,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-03-07,Commerce_01,POS_A,7086.00,380.19,46.19,6705.81,197,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-03-08,Commerce_01,POS_A,7096.00,343.70,78.63,6752.30,199,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-03-09,Commerce_01,POS_A,4161.00,213.62,72.25,3947.38,116,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-03-10,Commerce_01,POS_A,4807.00,220.99,66.34,4586.01,135,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-03-11,Commerce_01,POS_A,4809.00,232.68,54.56,4576.32,135,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-03-12,Commerce_01,POS_A,5425.00,279.94,40.94,5145.06,151,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-03-13,Commerce_01,POS_A,5565.00,286.33,60.47,5278.67,155,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-03-14,Commerce_01,POS_A,7280.00,349.77,44.82,6930.23,204,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-03-15,Commerce_01,POS_A,7411.00,343.15,30.17,7067.85,208,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-03-16,Commerce_01,POS_A,3892.00,177.63,50.09,3714.37,109,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-03-17,Commerce_01,POS_A,4360.00,206.99,44.18,4153.01,122,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-03-18,Commerce_01,POS_A,4781.00,235.17,49.23,4545.83,134,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-03-19,Commerce_01,POS_A,5146.00,275.40,66.54,4870.60,143,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-03-20,Commerce_01,POS_A,5912.00,300.17,87.70,5611.83,165,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-03-21,Commerce_01,POS_A,7160.00,364.14,47.85,6795.86,200,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-03-22,Commerce_01,POS_A,7272.00,356.23,28.50,6915.77,203,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-03-23,Commerce_01,POS_A,3849.00,196.65,62.90,3652.35,107,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-03-24,Commerce_01,POS_A,4405.00,229.63,92.93,4175.37,123,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-03-25,Commerce_01,POS_A,5020.00,237.22,44.08,4782.78,141,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-03-26,Commerce_01,POS_A,4981.00,238.04,82.69,4742.96,139,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-03-27,Commerce_01,POS_A,5899.00,277.84,84.52,5621.16,165,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-03-28,Commerce_01,POS_A,7445.00,377.18,27.59,7067.82,208,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-03-29,Commerce_01,POS_A,7479.00,373.17,64.58,7105.83,209,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-03-30,Commerce_01,POS_A,3910.00,187.88,68.70,3722.12,109,2025-04-04T10:22:00Z,rev-5c31
2025-01-01,2025-03-31,2025-03-31,Commerce_01,POS_A,4651.00,257.16,73.85,4393.84,129,2025-04-04T10:22:00Z,rev-5c31
